id,year,month,avg_t,avg_max_t,avg_min_t,max_t,min_t,high_min_t,low_max_t,days_frost,total_p,max_p,days_light_p,days_moderate_p,days_rain_p,days_snow_p,days_hail_p,gust_dir_w,gust_speed_w,days_strong_w,days_very_strong_w,avg_speed_w,avg_daily_s,pct_s,avg_pss,max_pss,min_pss,avg_sfc_pss
9390,2003,6,23.80,31.50,16.20,37.40,11.80,20.70,25.00,0.00,29.20,7.80,11.00,0.00,10.00,0.00,1.00,240.00,64.08,2.00,0.00,5.04,10.70,71.00,927.90,935.50,919.40,1013.00
9390,2003,7,24.50,32.60,16.40,37.00,10.80,19.80,25.00,0.00,14.30,12.00,3.00,1.00,3.00,0.00,1.00,260.00,60.12,1.00,0.00,6.12,11.90,81.00,928.50,936.30,918.90,1013.40
9390,2003,8,25.60,33.80,17.40,38.60,12.70,21.90,26.40,0.00,18.60,14.30,4.00,1.00,6.00,0.00,0.00,240.00,48.96,0.00,0.00,3.96,10.40,75.00,929.20,936.70,918.60,1014.20
9390,2003,9,18.60,25.40,11.80,31.10,7.60,15.30,19.10,0.00,99.00,35.80,12.00,3.00,12.00,0.00,0.00,220.00,64.08,1.00,0.00,2.88,7.40,59.00,930.80,937.40,916.90,1018.30
9390,2003,10,12.80,17.40,8.20,25.70,-0.20,14.80,7.40,1.00,49.80,7.60,16.00,0.00,17.00,0.00,0.00,250.00,86.04,4.00,0.00,5.04,4.40,39.00,924.50,935.50,898.70,1013.40
9390,2003,11,9.30,14.40,4.10,19.70,-0.50,10.80,8.70,2.00,43.80,18.60,8.00,2.00,9.00,0.00,0.00,280.00,57.96,1.00,0.00,2.16,3.80,38.00,927.10,939.50,903.00,1017.40
9390,2003,12,5.70,10.50,0.90,15.70,-3.80,6.70,5.30,15.00,6.90,1.60,7.00,0.00,10.00,0.00,0.00,240.00,52.92,0.00,0.00,2.88,3.30,36.00,929.30,939.80,914.20,1021.10
9390,2004,1,6.10,11.30,0.90,14.40,-5.00,9.50,5.90,14.00,25.50,13.00,12.00,1.00,10.00,3.00,0.00,230.00,52.92,0.00,0.00,3.96,3.70,39.00,928.40,937.10,917.00,1019.90
9390,2004,2,5.60,11.90,-0.80,21.10,-4.30,5.10,2.40,18.00,40.80,20.50,8.00,2.00,1.00,9.00,0.00,240.00,65.88,1.00,0.00,2.88,5.60,53.00,929.30,945.50,907.10,1021.20
9390,2004,3,7.10,12.80,1.30,23.20,-7.20,6.80,3.80,10.00,36.70,10.40,12.00,1.00,10.00,2.00,0.00,340.00,50.04,0.00,0.00,5.04,5.90,49.00,930.00,941.10,913.80,1021.30
9390,2004,4,9.50,15.40,3.50,23.70,-2.50,8.70,6.90,4.00,56.00,12.60,13.00,1.00,12.00,1.00,1.00,250.00,54.00,0.00,0.00,5.04,6.80,51.00,924.40,937.90,911.70,1014.20
9390,2004,5,13.60,19.60,7.60,27.80,1.20,12.90,10.10,0.00,89.30,14.90,17.00,3.00,16.00,0.00,2.00,230.00,60.84,1.00,0.00,5.04,7.70,53.00,925.90,936.60,909.40,1014.30
9390,2004,6,21.60,29.50,13.70,37.70,7.70,21.60,22.30,0.00,44.70,18.60,5.00,2.00,5.00,0.00,0.00,280.00,54.00,0.00,0.00,3.96,11.00,73.00,930.10,936.20,920.50,1016.10
9390,2004,7,22.60,30.50,14.80,36.90,7.20,21.60,21.60,0.00,29.40,12.50,5.00,1.00,5.00,0.00,0.00,220.00,56.88,1.00,0.00,6.12,11.10,75.00,929.00,934.90,922.30,1014.60
9390,2004,8,23.30,30.50,16.00,35.90,9.50,22.00,24.80,0.00,4.10,2.40,5.00,0.00,8.00,0.00,0.00,240.00,64.08,3.00,0.00,6.12,9.80,72.00,927.40,935.50,918.70,1012.80
9390,2004,9,20.20,27.70,12.60,32.40,4.60,23.00,20.00,0.00,27.50,19.10,5.00,1.00,5.00,0.00,0.00,270.00,47.16,0.00,0.00,3.96,9.20,75.00,930.80,936.90,922.90,1017.80
9390,2004,10,15.70,21.40,10.00,31.00,2.00,17.20,12.10,0.00,30.30,13.30,8.00,1.00,11.00,0.00,0.00,250.00,63.00,2.00,0.00,6.12,6.40,57.00,925.00,934.90,911.30,1013.00
9390,2004,11,6.80,13.20,0.40,19.50,-4.00,7.60,7.20,17.00,21.30,9.90,9.00,0.00,9.00,0.00,0.00,340.00,47.16,0.00,0.00,2.16,5.60,57.00,930.90,940.30,916.60,1022.60
9390,2004,12,4.90,8.30,1.40,14.80,-3.80,7.50,1.70,12.00,21.70,14.00,7.00,1.00,8.00,3.00,0.00,250.00,52.92,0.00,0.00,2.88,2.30,25.00,930.00,940.50,909.40,1022.10
9390,2005,1,3.30,10.00,-3.40,16.00,-12.60,3.80,-0.80,25.00,1.40,1.30,2.00,0.00,1.00,3.00,0.00,40.00,57.96,1.00,0.00,2.88,5.80,60.00,935.40,948.90,920.10,1028.80
9390,2005,2,1.80,8.00,-4.40,15.80,-10.00,1.80,-0.70,26.00,8.70,5.20,7.00,0.00,1.00,7.00,1.00,240.00,65.88,1.00,0.00,3.96,5.60,53.00,927.80,947.00,908.90,1020.70
9390,2005,3,8.40,15.50,1.20,24.00,-12.70,11.10,4.00,13.00,9.40,6.10,5.00,0.00,4.00,4.00,0.00,240.00,52.92,0.00,0.00,5.04,7.70,64.00,927.40,941.30,915.80,1017.90
9390,2005,4,12.20,18.50,5.90,30.60,-1.00,11.20,6.30,1.00,36.90,17.00,13.00,1.00,9.00,2.00,3.00,330.00,55.08,1.00,0.00,6.12,7.50,55.00,926.20,937.50,916.20,1015.30
9390,2005,5,17.20,24.50,9.90,32.50,3.00,17.70,14.50,0.00,54.10,25.70,8.00,1.00,9.00,0.00,1.00,250.00,50.04,0.00,0.00,5.04,8.50,59.00,927.80,935.90,919.30,1015.10
9390,2005,6,22.80,30.80,14.70,34.90,10.00,20.70,24.70,0.00,41.20,16.10,9.00,2.00,8.00,0.00,2.00,240.00,69.84,2.00,0.00,5.04,10.90,72.00,928.90,936.90,918.60,1014.50
9390,2005,7,23.80,31.90,15.70,38.50,11.00,22.80,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,63.00,1.00,0.00,6.84,12.10,82.00,928.40,937.70,920.70,1013.50
9390,2005,8,22.60,30.60,14.60,36.00,8.30,20.20,22.20,0.00,3.10,2.20,3.00,0.00,4.00,0.00,0.00,240.00,50.04,0.00,0.00,5.04,10.40,75.00,928.90,936.30,920.10,1014.70
9390,2005,9,18.00,25.20,10.70,35.30,2.00,19.50,14.40,0.00,43.70,22.60,7.00,1.00,7.00,0.00,0.00,240.00,64.08,1.00,0.00,3.96,8.60,69.00,929.50,937.80,919.80,1017.10
9390,2005,10,15.10,21.10,9.20,27.60,2.10,15.70,15.00,0.00,58.90,29.40,13.00,1.00,12.00,0.00,1.00,240.00,48.96,0.00,0.00,2.88,6.20,55.00,928.80,935.40,923.00,1017.40
9390,2005,11,7.80,12.40,3.10,21.00,-1.30,10.20,4.70,8.00,78.60,28.70,8.00,3.00,7.00,2.00,0.00,230.00,47.88,0.00,0.00,2.88,4.10,42.00,927.50,941.90,909.80,1018.40
9390,2005,12,3.50,8.80,-1.90,12.70,-8.10,7.20,2.80,20.00,31.10,11.70,7.00,1.00,5.00,3.00,0.00,250.00,57.96,1.00,0.00,2.88,4.20,45.00,929.00,940.20,910.10,1021.60
9390,2006,1,3.80,7.90,-0.40,14.00,-8.80,5.10,0.30,16.00,22.90,8.60,8.00,0.00,8.00,1.00,0.00,320.00,48.96,0.00,0.00,2.16,3.70,38.00,929.50,940.30,917.30,1022.10
9390,2006,2,4.40,10.70,-2.00,17.40,-6.50,7.60,3.80,22.00,32.10,22.10,5.00,1.00,2.00,4.00,0.00,240.00,78.84,3.00,0.00,5.04,5.70,54.00,924.50,935.30,909.40,1016.30
9390,2006,3,10.40,16.40,4.30,26.20,-5.40,11.70,7.70,6.00,13.90,6.50,5.00,0.00,8.00,1.00,0.00,240.00,73.08,5.00,0.00,6.12,6.20,52.00,925.10,936.70,908.90,1014.80
9390,2006,4,12.60,19.70,5.50,27.00,-2.80,9.90,10.00,2.00,72.30,42.60,9.00,2.00,10.00,0.00,2.00,240.00,47.88,0.00,0.00,3.96,8.30,62.00,925.50,933.50,915.80,1014.20
9390,2006,5,17.80,25.30,10.30,35.80,2.70,15.60,17.30,0.00,11.20,4.60,6.00,0.00,7.00,0.00,0.00,240.00,59.04,1.00,0.00,5.04,8.90,61.00,928.30,938.50,918.90,1015.40
9390,2006,6,21.50,29.50,13.50,36.00,3.70,18.40,22.80,0.00,149.40,68.80,17.00,2.00,16.00,0.00,1.00,280.00,63.00,1.00,0.00,3.96,9.70,64.00,928.90,935.40,922.60,1015.00
9390,2006,7,25.60,33.80,17.40,37.60,12.10,20.50,27.00,0.00,25.20,15.00,6.00,1.00,7.00,0.00,0.00,130.00,47.88,0.00,0.00,3.96,11.10,75.00,929.70,935.00,924.20,1014.60
9390,2006,8,20.70,28.70,12.60,34.20,9.40,16.70,20.60,0.00,4.80,4.80,1.00,0.00,1.00,0.00,0.00,240.00,63.00,1.00,0.00,6.12,11.30,82.00,927.90,937.40,917.40,1014.10
9390,2006,9,20.30,27.20,13.40,35.90,6.80,19.80,16.10,0.00,92.30,41.80,8.00,4.00,9.00,0.00,1.00,250.00,48.96,0.00,0.00,3.96,7.80,63.00,927.40,936.70,918.90,1014.10
9390,2006,10,16.80,23.00,10.50,29.10,4.40,15.20,17.00,0.00,18.30,8.90,9.00,0.00,9.00,0.00,0.00,240.00,61.92,3.00,0.00,3.96,6.30,57.00,927.00,940.60,915.80,1014.90
9390,2006,11,11.40,16.00,6.70,22.20,-1.40,12.90,11.10,1.00,31.10,18.50,8.00,1.00,9.00,0.00,0.00,240.00,55.08,1.00,0.00,3.96,3.90,39.00,931.00,940.70,914.70,1021.00
9390,2006,12,4.20,9.40,-1.10,17.30,-6.60,10.50,0.20,20.00,11.40,6.80,6.00,0.00,6.00,1.00,0.00,230.00,69.12,1.00,0.00,2.88,3.10,33.00,935.20,948.20,915.80,1028.20
9390,2007,1,4.90,10.90,-1.10,18.70,-10.10,4.60,1.90,17.00,7.10,3.40,4.00,0.00,3.00,2.00,0.00,230.00,60.12,1.00,0.00,2.88,4.40,46.00,935.00,947.70,913.90,1027.70
9390,2007,2,8.20,12.70,3.60,21.80,-3.30,8.40,7.90,4.00,49.40,10.00,12.00,1.00,12.00,0.00,1.00,280.00,69.12,6.00,0.00,6.12,3.90,36.00,927.10,937.10,914.30,1017.80
9390,2007,3,7.90,14.00,1.80,23.20,-4.00,10.20,4.20,12.00,50.50,28.40,8.00,2.00,5.00,4.00,0.00,300.00,87.12,3.00,0.00,6.12,6.40,54.00,928.70,943.40,916.50,1019.60
9390,2007,4,11.70,17.40,6.00,27.10,1.70,11.30,8.80,0.00,98.60,19.80,18.00,4.00,18.00,0.00,0.00,10.00,43.92,0.00,0.00,3.96,5.40,41.00,926.70,934.60,917.50,1016.00
9390,2007,5,15.30,21.70,8.80,29.20,3.00,14.90,9.20,0.00,87.00,26.30,14.00,3.00,14.00,0.00,0.00,250.00,54.00,0.00,0.00,6.12,8.50,59.00,926.40,938.70,917.40,1014.30
9390,2007,6,19.80,27.00,12.70,34.40,7.20,18.50,19.90,0.00,45.40,35.50,7.00,1.00,7.00,0.00,0.00,250.00,56.88,1.00,0.00,3.96,10.10,67.00,926.50,935.40,919.80,1012.80
9390,2007,7,23.20,31.60,14.60,38.20,7.20,20.60,24.00,0.00,1.60,1.60,1.00,0.00,1.00,0.00,0.00,240.00,56.88,1.00,0.00,6.12,11.60,79.00,928.30,935.40,919.90,1013.70
9390,2007,8,21.70,29.40,13.90,39.00,6.80,23.30,20.40,0.00,18.50,11.50,5.00,1.00,5.00,0.00,0.00,250.00,57.96,2.00,0.00,6.12,9.60,70.00,927.50,937.40,921.40,1013.50
9390,2007,9,18.40,26.10,10.60,31.50,0.50,16.20,14.90,0.00,31.50,23.10,4.00,1.00,5.00,0.00,0.00,250.00,46.08,0.00,0.00,3.96,8.60,68.00,930.00,934.70,921.70,1017.40
9390,2007,10,13.00,20.10,5.80,29.00,-0.90,13.10,12.10,4.00,17.70,6.90,6.00,0.00,7.00,0.00,0.00,320.00,54.00,0.00,0.00,2.88,6.40,57.00,930.10,937.10,920.50,1019.40
9390,2007,11,6.50,14.80,-1.90,21.60,-11.40,10.50,8.70,23.00,1.10,0.70,2.00,0.00,5.00,0.00,0.00,280.00,45.00,0.00,0.00,2.88,6.40,65.00,929.40,939.70,914.20,1021.10
9390,2007,12,4.10,10.20,-1.90,15.80,-10.20,5.40,6.20,21.00,16.30,7.10,5.00,0.00,4.00,1.00,0.00,260.00,59.04,1.00,0.00,2.88,4.30,46.00,933.80,941.40,925.00,1026.60
9390,2008,1,6.40,13.00,-0.10,17.20,-7.00,5.90,6.90,16.00,7.20,3.40,6.00,0.00,7.00,0.00,1.00,230.00,78.12,2.00,0.00,3.96,4.90,51.00,932.50,945.50,905.80,1024.30
9390,2008,2,7.80,14.20,1.20,20.00,-3.70,8.20,8.20,14.00,26.50,7.30,10.00,0.00,10.00,0.00,0.00,270.00,52.92,0.00,0.00,2.16,4.80,45.00,934.00,942.90,917.70,1025.50
9390,2008,3,8.40,15.00,1.80,24.60,-4.20,9.80,4.60,9.00,18.50,7.20,10.00,0.00,7.00,2.00,2.00,310.00,68.04,8.00,0.00,6.12,6.20,52.00,925.30,936.80,905.90,1015.70
9390,2008,4,12.20,19.00,5.50,28.60,-1.10,10.60,11.80,2.00,33.20,11.10,14.00,1.00,14.00,0.00,0.00,240.00,84.96,9.00,0.00,7.92,8.40,63.00,923.10,939.90,901.50,1011.90
9390,2008,5,15.20,20.70,9.50,31.30,2.40,14.00,12.30,0.00,144.50,33.00,22.00,5.00,21.00,0.00,1.00,240.00,47.16,0.00,0.00,3.96,6.20,43.00,922.70,932.30,915.10,1010.40
9390,2008,6,18.90,25.50,12.20,34.20,6.00,17.80,14.00,0.00,91.10,36.60,9.00,3.00,9.00,0.00,0.00,10.00,46.08,0.00,0.00,5.04,9.20,61.00,928.40,934.30,917.40,1015.30
9390,2008,7,22.90,31.50,14.30,37.90,9.20,21.00,22.00,0.00,11.30,11.20,2.00,1.00,2.00,0.00,0.00,240.00,47.16,0.00,0.00,5.04,11.80,80.00,927.80,937.80,922.30,1013.20
9390,2008,8,23.40,31.60,15.10,39.00,11.30,19.70,25.40,0.00,23.00,13.90,3.00,1.00,6.00,0.00,0.00,240.00,54.00,0.00,0.00,5.04,10.90,79.00,927.20,933.90,918.10,1012.50
9390,2008,9,18.20,25.50,10.80,32.10,3.50,18.30,18.00,0.00,10.50,5.40,5.00,0.00,6.00,0.00,0.00,250.00,56.88,1.00,0.00,5.04,8.60,69.00,927.40,934.50,919.40,1014.70
9390,2008,10,12.90,19.20,6.60,25.50,0.50,12.80,8.10,0.00,108.20,40.00,15.00,3.00,15.00,0.00,0.00,240.00,65.16,1.00,0.00,3.96,5.60,51.00,929.20,939.50,905.30,1018.50
9390,2008,11,6.20,11.40,1.00,18.50,-7.30,7.50,4.20,12.00,41.90,18.80,11.00,2.00,10.00,1.00,0.00,240.00,65.16,1.00,0.00,3.96,4.60,46.00,927.00,939.00,904.60,1018.40
9390,2008,12,4.60,8.90,0.20,13.80,-6.70,7.00,2.70,14.00,34.00,17.60,7.00,1.00,11.00,3.00,0.00,270.00,59.04,2.00,0.00,2.88,2.80,30.00,927.20,943.30,907.10,1019.40
9390,2009,1,3.70,8.00,-0.60,17.10,-8.10,11.80,-1.80,17.00,29.30,6.00,15.00,0.00,10.00,5.00,0.00,230.00,88.92,4.00,0.00,5.04,2.90,30.00,924.50,939.50,907.30,1016.50
9390,2009,2,5.40,11.70,-0.90,20.10,-4.60,5.90,4.80,17.00,19.80,8.40,8.00,0.00,7.00,2.00,0.00,240.00,79.92,4.00,0.00,3.96,6.20,57.00,924.60,938.90,901.10,1016.10
9390,2009,3,8.70,16.50,0.90,24.20,-3.00,5.50,5.40,12.00,11.70,5.80,5.00,0.00,4.00,3.00,0.00,230.00,65.16,2.00,0.00,3.96,7.40,62.00,926.40,937.00,904.50,1016.80
9390,2009,4,9.60,16.30,2.90,26.80,-0.60,7.20,4.40,2.00,59.30,20.70,12.00,3.00,12.00,2.00,0.00,250.00,64.08,2.00,0.00,6.12,7.30,55.00,924.30,934.90,914.20,1013.90
9390,2009,5,17.70,25.70,9.70,32.90,2.40,17.00,16.50,0.00,17.20,5.80,8.00,0.00,10.00,0.00,0.00,240.00,93.96,3.00,1.00,6.12,10.00,69.00,928.20,937.40,921.00,1015.40
9390,2009,6,21.70,29.80,13.40,38.00,6.00,21.10,20.20,0.00,6.90,4.60,4.00,0.00,9.00,0.00,0.00,250.00,61.92,1.00,0.00,6.12,9.90,65.00,927.20,934.60,916.70,1013.00
9390,2009,7,24.90,33.10,16.70,38.80,8.70,25.00,24.00,0.00,0.90,0.90,1.00,0.00,2.00,0.00,0.00,250.00,74.88,3.00,0.00,6.84,12.00,81.00,928.30,936.70,921.00,1013.10
9390,2009,8,24.90,33.00,16.80,38.40,11.10,22.00,21.80,0.00,12.60,11.10,2.00,1.00,5.00,0.00,0.00,240.00,47.88,0.00,0.00,5.04,10.40,75.00,928.60,933.80,920.20,1013.70
9390,2009,9,18.80,25.70,11.70,34.00,4.90,19.00,16.80,0.00,31.30,7.40,8.00,0.00,8.00,0.00,0.00,240.00,42.84,0.00,0.00,3.96,8.50,68.00,929.50,935.70,920.30,1016.70
9390,2009,10,15.60,23.20,7.90,30.30,-2.20,15.10,15.20,4.00,6.30,2.80,3.00,0.00,4.00,0.00,0.00,240.00,74.16,1.00,0.00,3.96,7.40,67.00,928.40,937.50,905.90,1016.80
9390,2009,11,10.80,16.30,5.20,23.50,-1.40,10.90,7.00,3.00,28.00,10.40,9.00,1.00,10.00,0.00,1.00,230.00,69.12,6.00,0.00,5.04,4.30,43.00,927.50,940.30,912.20,1017.40
9390,2009,12,5.80,10.20,1.40,16.70,-9.40,13.30,1.40,13.00,52.80,11.10,17.00,1.00,14.00,5.00,0.00,230.00,81.00,9.00,0.00,6.84,3.20,34.00,920.80,937.50,898.70,1011.70
9390,2010,1,3.90,7.60,0.20,14.50,-9.70,7.20,-0.50,13.00,42.30,8.80,17.00,0.00,13.00,7.00,0.00,240.00,90.00,3.00,0.00,5.04,2.70,28.00,923.70,934.20,907.00,1015.50
9390,2010,2,5.80,10.00,1.50,20.00,-4.20,10.00,-0.40,12.00,28.40,14.30,12.00,1.00,11.00,5.00,0.00,240.00,88.92,9.00,0.00,6.12,4.00,38.00,917.50,934.20,900.90,1008.30
9390,2010,3,7.70,13.40,2.10,22.20,-5.70,9.40,2.30,11.00,49.10,9.50,15.00,0.00,12.00,7.00,1.00,280.00,72.00,5.00,0.00,6.12,5.50,45.00,926.50,937.50,915.70,1017.30
9390,2010,4,12.20,18.40,5.90,28.30,-1.40,14.20,8.70,3.00,69.60,14.60,12.00,1.00,12.00,0.00,1.00,250.00,39.96,0.00,0.00,2.88,6.90,52.00,927.10,938.20,918.50,1016.30
9390,2010,5,13.20,19.80,6.60,27.90,1.00,14.00,6.90,0.00,54.90,9.60,12.00,0.00,13.00,0.00,0.00,240.00,56.88,1.00,0.00,3.96,8.40,57.00,925.60,937.50,915.10,1014.00
9390,2010,6,18.70,25.60,11.70,32.60,4.50,16.40,16.00,0.00,37.70,9.80,10.00,0.00,12.00,0.00,0.00,240.00,47.88,0.00,0.00,5.04,8.40,56.00,926.00,933.10,912.30,1012.70
9390,2010,7,24.60,32.90,16.20,38.00,9.60,23.10,25.50,0.00,8.40,6.90,3.00,0.00,4.00,0.00,0.00,150.00,78.12,1.00,0.00,5.04,11.70,79.00,928.90,936.60,921.00,1013.80
9390,2010,8,23.20,31.30,15.00,38.10,7.90,23.20,22.30,0.00,19.00,17.60,3.00,1.00,4.00,0.00,0.00,280.00,51.84,0.00,0.00,5.04,10.50,76.00,928.80,937.50,923.50,1014.40
9390,2010,9,18.70,26.10,11.20,33.00,1.40,19.40,19.30,0.00,24.30,9.20,4.00,0.00,7.00,0.00,0.00,250.00,51.84,0.00,0.00,3.96,7.70,62.00,927.40,936.20,916.70,1014.50
9390,2010,10,12.70,20.20,5.10,29.40,-2.40,14.00,12.70,6.00,34.40,12.80,7.00,1.00,9.00,0.00,0.00,250.00,84.96,4.00,0.00,3.96,6.90,62.00,924.40,937.10,909.10,1013.30
9390,2010,11,6.50,12.10,0.90,21.40,-7.30,8.80,4.20,10.00,14.30,3.00,10.00,0.00,12.00,1.00,0.00,230.00,72.00,2.00,0.00,5.04,4.70,47.00,922.30,940.90,900.10,1013.00
9390,2010,12,5.00,10.10,-0.20,17.40,-10.10,12.10,2.80,16.00,24.70,8.00,9.00,0.00,12.00,1.00,0.00,250.00,74.16,2.00,0.00,3.96,4.10,44.00,922.70,938.60,904.10,1014.20
9390,2011,1,4.70,10.20,-0.70,17.80,-10.60,10.10,2.20,20.00,11.20,4.70,8.00,0.00,7.00,2.00,0.00,260.00,54.00,0.00,0.00,2.88,3.80,39.00,928.10,939.10,911.40,1020.10
9390,2011,2,6.60,13.60,-0.50,21.20,-5.60,8.80,6.80,16.00,16.70,4.20,9.00,0.00,7.00,2.00,0.00,230.00,50.04,0.00,0.00,3.96,6.00,57.00,929.50,943.60,904.60,1021.10
9390,2011,3,8.10,13.30,2.80,22.00,-3.60,8.00,3.40,9.00,65.60,32.20,11.00,2.00,15.00,2.00,0.00,250.00,54.00,0.00,0.00,5.04,5.00,42.00,928.20,938.20,911.70,1019.00
9390,2011,4,14.60,21.90,7.20,30.10,2.20,11.80,15.30,0.00,38.40,11.50,8.00,1.00,8.00,0.00,1.00,250.00,51.84,0.00,0.00,3.96,8.50,64.00,926.70,938.50,913.10,1014.90
9390,2011,5,17.00,24.40,9.50,31.40,2.80,13.50,17.50,0.00,96.60,34.50,11.00,3.00,11.00,0.00,2.00,310.00,72.00,1.00,0.00,3.96,8.70,60.00,929.00,937.40,913.70,1016.50
9390,2011,6,19.90,27.20,12.50,36.70,6.40,20.00,16.30,0.00,27.10,10.90,9.00,1.00,9.00,0.00,0.00,300.00,54.00,0.00,0.00,5.04,10.40,69.00,928.50,936.10,918.30,1015.00
9390,2011,7,21.60,29.60,13.50,34.40,8.10,17.50,23.50,0.00,5.30,2.10,5.00,0.00,5.00,0.00,0.00,230.00,48.96,0.00,0.00,6.12,11.00,74.00,926.30,933.00,919.00,1012.00
9390,2011,8,24.60,33.10,16.10,39.90,8.70,20.40,24.90,0.00,19.00,16.90,4.00,1.00,5.00,0.00,0.00,270.00,51.84,0.00,0.00,5.04,10.80,78.00,927.10,935.70,920.60,1012.10
9390,2011,9,20.80,29.50,12.10,34.90,3.40,18.90,18.00,0.00,1.60,1.10,2.00,0.00,4.00,0.00,0.00,300.00,52.92,0.00,0.00,3.96,9.50,76.00,929.70,937.80,921.00,1016.30
9390,2011,10,14.60,23.00,6.20,31.30,-1.20,10.80,13.60,1.00,6.20,5.20,3.00,0.00,4.00,0.00,0.00,350.00,43.92,0.00,0.00,2.88,7.60,68.00,931.10,938.90,911.10,1020.00
9390,2011,11,10.20,15.20,5.20,21.60,-2.00,12.50,8.20,6.00,75.80,21.10,11.00,2.00,13.00,0.00,0.00,240.00,56.16,1.00,0.00,2.16,3.70,38.00,927.90,941.50,907.00,1018.00
9390,2011,12,5.70,11.40,-0.10,16.30,-5.70,6.00,5.60,17.00,8.10,6.80,3.00,0.00,5.00,0.00,0.00,240.00,87.12,1.00,0.00,3.96,4.20,46.00,935.10,943.90,921.10,1027.50
9390,2012,1,4.50,11.00,-2.00,15.40,-5.90,3.70,4.60,24.00,11.80,6.00,4.00,0.00,4.00,2.00,0.00,290.00,60.12,1.00,0.00,2.88,5.20,54.00,935.20,946.50,921.80,1028.00
9390,2012,2,2.80,9.50,-3.90,19.80,-8.80,3.00,0.90,26.00,9.40,5.80,3.00,0.00,2.00,4.00,0.00,10.00,65.88,3.00,0.00,3.96,7.20,67.00,932.30,939.40,921.00,1025.60
9390,2012,3,8.70,17.30,0.00,24.90,-3.00,3.90,10.00,17.00,8.90,6.20,4.00,0.00,5.00,1.00,0.00,230.00,51.12,0.00,0.00,2.16,8.60,72.00,933.70,942.60,919.30,1024.70
9390,2012,4,10.10,15.60,4.60,24.60,-3.30,11.10,10.20,4.00,53.80,7.70,15.00,0.00,17.00,0.00,3.00,230.00,64.08,4.00,0.00,5.04,5.40,40.00,919.50,932.50,912.20,1008.70
9390,2012,5,17.60,25.40,9.70,35.60,3.10,15.40,12.20,0.00,20.50,8.40,9.00,0.00,10.00,0.00,0.00,220.00,60.12,2.00,0.00,5.04,9.70,67.00,927.10,938.10,916.90,1014.20
9390,2012,6,22.50,30.40,14.50,38.40,8.00,22.70,21.20,0.00,45.90,21.60,4.00,2.00,4.00,0.00,0.00,250.00,65.16,4.00,0.00,6.84,10.70,71.00,927.10,934.60,918.50,1012.50
9390,2012,7,22.80,31.30,14.20,37.10,6.60,19.00,23.30,0.00,17.00,11.60,4.00,1.00,4.00,0.00,0.00,250.00,56.16,1.00,0.00,6.12,11.90,80.00,927.80,939.80,920.60,1013.20
9390,2012,8,25.30,33.90,16.70,41.00,11.20,23.60,22.20,0.00,0.90,0.90,1.00,0.00,6.00,0.00,0.00,290.00,65.16,2.00,0.00,6.12,10.60,77.00,928.50,937.70,919.90,1013.30
9390,2012,9,18.90,26.30,11.40,34.40,5.60,16.50,14.40,0.00,39.30,27.00,6.00,1.00,8.00,0.00,0.00,220.00,59.04,1.00,0.00,5.04,7.50,60.00,928.00,936.50,915.30,1015.10
9434,1941,1,,,,,,,,,61.70,16.60,14.00,3.00,12.00,7.00,0.00,,,,,,,,,,,
9434,1941,2,,,,,,,,,26.10,7.20,10.00,0.00,13.00,1.00,0.00,,,,,,,,,,,
9434,1941,3,,,,,,,,,8.10,2.90,7.00,0.00,11.00,0.00,0.00,,,,,,,,,,,
9434,1941,4,,,,,,,,,57.60,28.50,13.00,1.00,14.00,0.00,0.00,,,,,,,,,,,
9434,1941,5,,,,,,,,,35.60,10.80,12.00,1.00,15.00,0.00,0.00,,,,,,,,,,,
9434,1941,6,,,,,,,,,29.00,6.40,8.00,0.00,10.00,0.00,0.00,,,,,,,,,,,
9434,1941,7,,,,,,,,,79.40,67.40,5.00,1.00,6.00,0.00,0.00,,,,,,,,,,,
9434,1941,8,,,,,,,,,47.20,35.80,8.00,1.00,8.00,0.00,0.00,,,,,,,,,,,
9434,1941,9,,,,,,,,,27.50,8.70,7.00,0.00,7.00,0.00,0.00,,,,,,,,,,,
9434,1941,10,,,,,,,,,0.20,0.20,1.00,0.00,1.00,0.00,0.00,,,,,,,,,,,
9434,1941,11,,,,,,,,,25.70,12.70,5.00,1.00,7.00,0.00,0.00,,,,,,,,,,,
9434,1941,12,,,,,,,,,12.30,3.60,5.00,0.00,4.00,2.00,0.00,,,,,,,,,,,
9434,1942,1,,,,,,,,,8.20,3.50,7.00,0.00,9.00,2.00,0.00,,,,,,,,,,,
9434,1942,2,,,,,,,,,12.80,7.40,4.00,0.00,5.00,1.00,0.00,,,,,,,,,,,
9434,1942,3,,,,,,,,,17.90,8.10,7.00,0.00,12.00,0.00,0.00,,,,,,,,,,,
9434,1942,4,,,,,,,,,175.90,35.40,14.00,6.00,18.00,0.00,0.00,,,,,,,,,,,
9434,1942,5,,,,,,,,,22.30,7.50,5.00,0.00,7.00,0.00,0.00,,,,,12.96,,,,,,
9434,1942,6,,,,,,,,,32.50,19.50,5.00,1.00,7.00,0.00,0.00,300.00,79.92,9.00,0.00,15.12,,,,,,
9434,1942,7,,,,,,,,,2.00,2.00,1.00,0.00,2.00,0.00,0.00,310.00,78.12,8.00,0.00,19.08,,,,,,
